"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
8359, 2138.1505069424, 1020.98708977709, 6578.25976780126, 7318.16910330298, 62.8128918587661, 143.827377439696, 224.180327875437
8360, 2178.97341959312, 1039.9673787068, 6578.25976780126, 7318.16910330298, 63.5765050588574, 146.613271013492, 224.180327875437
8361, 2486.01984576106, 1183.18333609623, 6578.25976780126, 7318.16910330298, 69.4181533305218, 168.98614609079, 224.180327875437
8362, 2821.31826122703, 1340.70478455766, 6578.25976780126, 7318.16910330298, 76.6615005956353, 196.810861518758, 224.180327875437
8363, 3442.49110531916, 1636.09997519066, 6578.25976780126, 7318.16910330298, 92.5114079294347, 257.819089714486, 224.180327875437
8364, 3786.31663422471, 1801.77971305111, 6578.25976780126, 7318.16910330298, 102.685977438509, 296.947869679432, 224.180327875437
8365, 3874.11528816768, 1844.41076804793, 6578.25976780126, 7318.16910330298, 105.476044018466, 307.577927748295, 224.180327875437
8366, 4159.90061251456, 1983.49630280064, 6578.25976780126, 7318.16910330298, 114.962291575848, 343.875348418416, 224.180327875437
8367, 4498.3940751858, 2149.70803386528, 6578.25976780126, 7318.16910330298, 127.053129000854, 390.289824124765, 224.180327875437
8368, 4831.44518841858, 2314.77692114111, 6578.25976780126, 7318.16910330298, 139.964593519441, 439.693451734389, 224.180327875437
8369, 4889.22114171983, 2343.72414412394, 6578.25976780126, 7318.16910330298, 142.301496200012, 448.665314983304, 224.180327875437
8370, 5111.31202779756, 2454.6873813351, 6578.25976780126, 7318.16910330298, 151.68105485126, 484.249606578577, 224.180327875437
8371, 5155.81361466081, 2477.11641770808, 6578.25976780126, 7318.16910330298, 153.656795000314, 491.645149144939, 224.180327875437
8372, 5082.11521922165, 2440.20804904809, 6578.25976780126, 7318.16910330298, 150.467487513866, 479.562636386698, 224.180327875437
8373, 4769.55064920626, 2284.32097461639, 6578.25976780126, 7318.16910330298, 137.530116354049, 430.380670862782, 224.180327875437
8374, 4522.49035065391, 2161.88912472663, 6578.25976780126, 7318.16910330298, 127.969452248485, 393.878050783101, 224.180327875437
8375, 4156.84439730073, 1982.32370656961, 6578.25976780126, 7318.16910330298, 114.736078748895, 343.455372223582, 224.180327875437
8376, 3631.30625676369, 1727.21886887703, 6578.25976780126, 7318.16910330298, 97.8038078715213, 278.727166404069, 224.180327875437
8377, 3090.83784130035, 1468.44134177322, 6578.25976780126, 7318.16910330298, 82.876374572085, 221.517792440824, 224.180327875437
8378, 2665.61327679639, 1267.32583133276, 6578.25976780126, 7318.16910330298, 72.9424070319287, 183.21243824602, 224.180327875437
8379, 2339.15526650586, 1114.41758707296, 6578.25976780126, 7318.16910330298, 66.3668208287101, 157.749622405009, 224.180327875437
8380, 2144.57844725684, 1023.9277929187, 6578.25976780126, 7318.16910330298, 62.8862324062223, 144.203726123698, 224.180327875437
8381, 2016.89290013152, 964.784172131956, 6578.25976780126, 7318.16910330298, 60.7741439306516, 135.96936774795, 224.180327875437
8382, 1914.01606336447, 917.229540895213, 6578.25976780126, 7318.16910330298, 59.2358357373161, 129.773497498839, 224.180327875437
8383, 1957.78146076303, 937.531530013895, 6578.25976780126, 7318.16910330298, 59.9496358966662, 132.439515787094, 224.180327875437
8384, 2071.21407009841, 989.983734582378, 6578.25976780126, 7318.16910330298, 61.9828053880491, 139.739463999708, 224.180327875437
8385, 2502.73983534392, 1190.9716907155, 6578.25976780126, 7318.16910330298, 70.084730856815, 170.616497299236, 224.180327875437
8386, 3066.93448396955, 1456.86374510442, 6578.25976780126, 7318.16910330298, 82.9438776313283, 219.847733625689, 224.180327875437
8387, 3590.9457381977, 1707.35144075068, 6578.25976780126, 7318.16910330298, 97.1648550514223, 274.60127647046, 224.180327875437
8388, 4230.376454175, 2018.07416900115, 6578.25976780126, 7318.16910330298, 117.688604037079, 353.491498799192, 224.180327875437
8389, 4686.16257246563, 2242.47946478315, 6578.25976780126, 7318.16910330298, 134.451265101656, 417.867432733592, 224.180327875437
8390, 5050.07832489771, 2423.93663714959, 6578.25976780126, 7318.16910330298, 149.153900307492, 474.22961339659, 224.180327875437
8391, 5419.41943313228, 2610.19211924253, 6578.25976780126, 7318.16910330298, 165.242987375806, 535.936982706771, 224.180327875437
8392, 5622.84052229594, 2713.35316224056, 6578.25976780126, 7318.16910330298, 174.628309127815, 571.874784692142, 224.180327875437
8393, 5767.61756435257, 2787.25021139826, 6578.25976780126, 7318.16910330298, 181.532115822592, 598.351653253078, 224.180327875437
8394, 5845.57831516346, 2827.15712096213, 6578.25976780126, 7318.16910330298, 185.411333357351, 613.018927952095, 224.180327875437
8395, 5718.32049621547, 2762.17243980763, 6578.25976780126, 7318.16910330298, 179.20924128399, 589.401358917489, 224.180327875437
8396, 5595.53440928727, 2699.58085482074, 6578.25976780126, 7318.16910330298, 173.400542630188, 567.180986957724, 224.180327875437
8397, 5223.45335018029, 2511.23077694382, 6578.25976780126, 7318.16910330298, 156.427264828286, 502.63927203272, 224.180327875437
